"İllerde yaşam endeksi gösterge değerleri, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indicator values of well-being index for provinces, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Konut
Housing",,,,"Çalışma hayatı
Siirt,,"0,9","88,1","28,5",,"29,8","20,5","57,2","72,5",,1 162,"36,3","57,2",,"15,7","77,9",5 787,"69,4","79,4",,"39,2","239,0","194,5","12,6","68,8",,"113,0","36,8","68,2","17,6","45,9",,"28,3","1,8","62,2","86,9",,"87,5","25,0","3,6",,"3,1","66,0","68,8","30,7",,"16,4","78,5","94,2","21,5",,"71,7"
Sinop,,"1,6","99,1","13,9",,"43,5","6,2","51,5","89,3",,4 371,"39,6","48,3",,"9,3","78,6",7 344,"71,3","80,6",,"38,9","299,0","196,6","11,9","87,5",,"36,0","62,0","54,7","10,1","64,3",,"19,6","2,1","77,0","93,7",,"86,8","21,0","9,8",,"9,9","53,7","102,3","49,2",,"4,0","0,0","96,2","71,2",,"77,7"
Sivas,,"1,4","93,1","20,2",,"44,7","10,0","61,2","79,2",,4 719,"33,5","40,7",,"8,6","77,8",4 319,"69,2","79,4",,"29,0","306,7","200,3","13,2","72,4",,"30,0","9,9","73,1","13,2","75,7",,"19,3","2,3","72,6","87,6",,"88,7","32,7","7,7",,"8,0","72,9","167,6","65,3",,"55,8","0,0","84,6","56,9",,"59,5"
Tekirdağ,,"1,4","93,7","13,5",,"52,6","7,2","65,2","82,4",,5 365,"51,6","45,5",,"10,2","77,1",6 133,"75,4","75,1",,"32,5","301,0","197,5","13,3","76,9",,"56,3","16,8","99,7","14,3","74,4",,"22,1","2,1","57,7","83,8",,"90,7","17,9","7,5",,"13,5","88,5","19,2","59,7",,"67,9","100,2","89,4","58,9",,"56,5"
Tokat,,"1,4","95,2","18,6",,"46,7","6,6","52,3","85,2",,2 260,"29,7","44,7",,"11,8","77,6",5 591,"71,8","82,1",,"47,9","301,8","198,3","11,8","78,6",,"49,0","41,6","73,6","12,3","61,7",,"15,1","2,7","70,8","88,1",,"89,6","27,9","6,8",,"6,7","70,9","43,1","65,1",,"27,6","46,8","91,3","60,6",,"59,3"
Trabzon,,"1,5","94,8","20,5",,"46,6","7,4","53,3","78,0",,5 826,"36,0","41,2",,"10,0","79,8",4 592,"71,9","82,6",,"40,7","312,2","200,8","15,5","71,7",,"57,5","41,5","99,3","24,6","72,5",,"15,6","1,9","68,9","83,0",,"86,5","22,8","7,9",,"11,0","82,5","3694,2","67,2",,"115,5","122,1","86,0","60,7",,"57,6"
Tunceli,,"1,5","87,0","26,9",,"49,7","8,1","61,5","76,0",,7 184,"36,1","59,7",,"10,8","80,5",5 329,"59,9","63,6",,"53,2","338,0","199,1","17,9","63,3",,"18,0","27,4","66,0","10,7","64,1",,"69,3","1,8","71,1","78,2",,"83,4","15,0","9,9",,"7,8","64,5","0,0","45,1",,"13,7","0,0","88,6","43,0",,"42,0"
Şanlıurfa,,"0,8","64,5","27,8",,"32,4","16,3","52,2","70,4",, 833,"21,4","68,7",,"17,9","77,4",7 888,"71,9","79,2",,"28,8","215,3","190,6","8,6","74,0",,"49,0","0,5","84,9","15,0","61,6",,"39,0","1,2","68,6","86,0",,"86,8","20,0","4,0",,"2,6","78,0","132,3","65,4",,"20,8","39,9","90,7","34,7",,"57,3"
Uşak,,"1,4","91,2","12,5",,"51,4","5,4","52,0","91,1",,7 666,"31,1","35,7",,"8,3","78,0",7 647,"78,8","88,6",,"35,1","306,9","200,3","12,1","84,7",,"55,0","39,6","73,2","6,9","76,9",,"28,6","3,2","79,2","92,4",,"91,4","20,7","4,2",,"8,8","68,1","20,5","67,7",,"65,2","88,6","95,2","76,0",,"72,3"
Van,,"0,9","82,3","30,6",,"41,4","10,3","56,2","64,7",,1 129,"21,3","65,2",,"16,8","75,6",4 955,"68,9","64,4",,"31,0","237,1","192,3","9,5","66,7",,"49,0","1,4","97,1","14,0","57,6",,"32,2","1,5","58,8","75,7",,"81,7","16,0","5,7",,"2,6","90,0","1781,7","55,3",,"23,1","35,9","91,8","40,4",,"58,7"
Yozgat,,"1,5","85,2","28,7",,"47,1","8,6","59,0","77,4",,3 806,"26,0","51,0",,"10,7","77,8",5 404,"69,7","81,1",,"32,6","300,7","195,6","9,9","82,5",,"42,0","16,4","70,6","14,2","72,1",,"23,1","2,4","72,8","89,2",,"84,4","24,0","6,4",,"5,7","70,2","0,0","57,0",,"10,7","0,0","87,0","46,4",,"60,7"
Zonguldak,,"1,5","99,7","21,9",,"51,2","7,6","85,6","80,5",,7 029,"50,0","48,0",,"8,5","77,9",5 327,"69,5","72,9",,"30,1","310,4","196,0","11,8","72,8",,"64,5","68,5","69,8","19,8","60,9",,"21,7","1,8","67,5","82,7",,"88,7","21,9","9,7",,"12,2","64,6","0,1","54,2",,"65,7","51,9","85,2","53,4",,"51,1"
Aksaray,,"1,3","81,0","19,7",,"47,2","5,8","55,7","85,7",,5 612,"33,0","48,5",,"11,6","78,2",7 448,"72,8","81,6",,"30,9","297,0","199,5","10,1","81,1",,"61,0","1,7","76,0","16,8","56,2",,"13,0","3,2","62,2","89,6",,"87,3","18,8","4,2",,"7,2","70,8","26,9","39,3",,"21,0","57,5","91,7","63,1",,"67,8"
Bayburt,,"1,2","96,9","20,3",,"48,1","6,2","53,5","76,5",,2 097,"38,9","44,0",,"12,6","77,5",5 311,"74,3","75,7",,"29,1","307,8","202,0","12,8","72,9",,"53,0","3,8","61,8","8,7","48,4",,"12,4","3,3","86,0","82,6",,"86,9","18,1","8,2",,"7,1","61,1","0,0","52,2",,"3,9","0,0","91,7","46,7",,"75,9"
Karaman,,"1,4","85,9","11,8",,"48,1","4,2","53,1","88,9",,4 864,"34,6","45,8",,"8,7","79,0",6 424,"76,8","84,8",,"37,2","307,0","202,5","12,6","83,0",,"79,0","26,5","77,3","9,9","78,7",,"33,3","3,3","71,4","90,3",,"90,6","24,8","6,4",,"9,1","72,5","0,0","78,8",,"15,3","40,3","89,2","64,5",,"63,0"
Kırıkkale,,"1,5","94,8","14,2",,"41,1","8,0","68,4","84,2",,2 890,"37,5","48,1",,"14,5","77,1",3 528,"79,1","88,1",,"34,0","307,1","198,6","14,0","81,7",,"27,0","9,7","86,7","9,7","55,6",,"29,5","3,3","72,6","90,3",,"89,1","25,6","5,2",,"9,1","87,4","827,0","47,2",,"49,4","195,9","91,9","58,8",,"75,5"
Batman,,"0,8","85,9","32,2",,"27,8","23,4","59,2","65,0",,1 594,"28,7","75,0",,"15,6","78,7",5 691,"68,1","70,1",,"26,9","253,7","196,8","12,3","66,3",,"90,0","15,4","78,2","20,1","47,1",,"16,1","1,1","48,6","70,9",,"84,5","20,1","4,3",,"3,7","74,4","168,5","49,6",,"30,9","35,9","90,3","35,7",,"52,3"
Şırnak,,"0,8","69,1","33,5",,"30,0","20,1","49,4","73,8",, 616,"23,5","67,2",,"17,5","78,0",7 313,"69,4","57,5",,"26,1","224,1","182,9","11,1","61,7",,"31,0","34,0","71,8","17,0","40,8",,"22,5","1,2","58,8","58,9",,"86,1","15,4","3,6",,"2,7","66,2","31,1","49,2",,"0,4","0,0","84,4","46,4",,"71,4"
Bartın,,"1,5","99,6","18,1",,"54,9","6,2","54,6","85,3",,5 818,"50,6","49,4",,"12,3","77,6",8 011,"73,8","81,3",,"37,5","298,6","194,5","10,7","78,6",,"56,0","47,3","46,2","14,8","77,2",,"15,8","2,7","76,7","91,3",,"88,7","16,5","9,1",,"10,0","45,6","0,2","69,0",,"39,1","0,0","89,7","65,9",,"60,4"
Ardahan,,"1,0","50,3","44,7",,"59,1","5,8","54,1","70,2",,2 128,"18,2","71,2",,"11,1","76,6",5 044,"64,6","72,4",,"35,8","270,1","178,6","10,5","72,8",,"33,0","6,2","35,7","8,2","39,7",,"29,8","2,3","69,0","84,1",,"84,3","21,8","7,9",,"5,8","31,1","29,0","46,0",,"6,7","0,0","90,4","43,4",,"60,7"
Iğdır,,"1,1","60,7","34,6",,"54,5","6,9","50,6","72,6",,2 217,"30,0","65,3",,"13,6","78,3",8 007,"66,6","72,1",,"31,0","248,5","191,6","11,7","77,8",,"106,0","0,0","62,3","21,7","34,0",,"15,6","1,3","68,2","85,1",,"84,9","20,1","7,5",,"4,4","45,6","84,1","39,6",,"0,8","0,0","88,9","42,0",,"59,6"
Yalova,,"1,5","99,1","15,3",,"46,9","11,0","59,9","83,7",,7 457,"38,8","39,4",,"8,1","78,6",7 300,"77,9","78,9",,"39,8","316,6","207,9","16,0","70,8",,"33,0","58,4","87,4","17,5","66,2",,"17,7","2,6","54,2","80,6",,"84,9","20,3","7,7",,"16,0","84,9","2439,7","66,3",,"115,2","115,3","85,1","56,5",,"63,7"
Karabük,,"1,5","99,9","18,5",,"50,7","8,0","61,1","84,1",,4 245,"42,2","48,3",,"5,3","78,5",6 613,"73,6","77,0",,"36,1","327,7","203,3","14,6","75,7",,"47,0","69,7","76,8","13,2","81,8",,"13,0","2,2","71,5","86,9",,"89,4","27,0","8,2",,"12,5","75,9","0,1","70,3",,"58,9","208,6","87,1","58,3",,"56,4"
Kilis,,"1,1","69,7","27,0",,"41,1","7,7","46,9","73,9",,1 339,"23,6","58,8",,"25,7","75,0",6 056,"70,2","79,0",,"30,0","257,9","202,8","11,8","82,0",,"29,0","13,6","73,0","14,8","34,2",,"46,6","4,5","65,3","86,2",,"88,4","27,7","5,3",,"5,3","72,9","298,1","35,2",,"20,7","0,0","90,6","50,8",,"60,9"
Osmaniye,,"1,1","79,4","20,2",,"37,8","14,0","53,7","73,3",,1 926,"29,1","58,0",,"10,9","78,6",6 976,"66,5","78,4",,"28,6","309,5","198,9","13,9","73,4",,"68,0","46,0","77,7","25,7","79,2",,"29,6","3,4","64,5","85,3",,"89,6","23,2","4,5",,"5,2","72,0","309,8","61,5",,"44,2","39,0","89,0","39,9",,"45,8"
Düzce,,"1,4","99,8","20,9",,"51,7","8,7","52,7","74,0",,3 088,"41,3","32,8",,"10,4","77,7",4 961,"72,7","74,0",,"37,0","298,7","195,6","12,1","52,8",,"107,0","46,6","63,0","11,0","44,3",,"28,1","3,0","62,2","68,2",,"91,1","20,4","5,5",,"10,6","59,8","0,0","47,3",,"59,2","38,0","92,0","45,3",,"72,8"
"TÜİK, İllerde yaşam endeksi gösterge değerleri, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurkStat, Indicator values of well-being index for provinces, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
